,Date,Close
167,12/02/1998,3017.89
168,12/03/1998,3064.55
169,12/04/1998,3079.64
170,12/07/1998,3095.55
171,12/08/1998,3102.99
172,12/09/1998,3111.96
173,12/10/1998,3106.59
174,12/11/1998,3048.92
175,12/14/1998,3045.14
176,12/15/1998,3069.72
177,12/16/1998,3114.53
178,12/17/1998,3148.97
179,12/18/1998,3123.38
180,12/21/1998,3225.6
181,12/22/1998,3248.07
182,12/23/1998,3301.32
183,12/28/1998,3331.51
184,12/29/1998,3354.71
185,12/30/1998,3342.32
186,01/04/1999,3543.1
187,01/05/1999,3569.83
188,01/06/1999,3647.36
189,01/07/1999,3672.18
190,01/08/1999,3669.67
191,01/11/1999,3629.44
192,01/12/1999,3537.03
193,01/13/1999,3407.86
194,01/14/1999,3338.18
195,01/15/1999,3306.42
196,01/18/1999,3481.17
197,01/19/1999,3502.91
198,01/20/1999,3570.04
199,01/21/1999,3564.64
200,01/22/1999,3473.31
201,01/25/1999,3362.8
202,01/26/1999,3465.8
203,01/27/1999,3453.7
204,01/28/1999,3511.31
205,01/29/1999,3547.15
206,02/01/1999,3597.04
207,02/02/1999,3541.43
208,02/03/1999,3488.13
209,02/04/1999,3487.08
210,02/05/1999,3489.98
211,02/08/1999,3462.29
212,02/09/1999,3342.58
213,02/10/1999,3325.56
214,02/11/1999,3375.42
215,02/12/1999,3405.68
216,02/15/1999,3414.97
217,02/16/1999,3402.21
218,02/17/1999,3343.04
219,02/18/1999,3380.58
220,02/19/1999,3415.52
221,02/22/1999,3470.89
222,02/23/1999,3537.81
223,02/24/1999,3556.69
224,02/25/1999,3496.27
225,02/26/1999,3484.24
226,03/01/1999,3441.74
227,03/02/1999,3451.18
228,03/03/1999,3393.95
229,03/04/1999,3434.49
230,03/05/1999,3536.64
231,03/08/1999,3495.43
232,03/09/1999,3493.54
233,03/10/1999,3485.3
234,03/11/1999,3521.63
235,03/12/1999,3574.73
236,03/15/1999,3582.78
237,03/16/1999,3606.67
238,03/17/1999,3589.16
239,03/18/1999,3579.21
240,03/19/1999,3633.05
241,03/22/1999,3607.82
242,03/23/1999,3521.38
243,03/24/1999,3472.44
244,03/25/1999,3528.43
245,03/26/1999,3488.15
246,03/29/1999,3536.62
247,03/30/1999,3523.24
248,03/31/1999,3559.86
249,04/01/1999,3573.6
250,04/06/1999,3644.76
251,04/07/1999,3659.41
252,04/08/1999,3669.21
253,04/09/1999,3689.61
254,04/12/1999,3690.16
255,04/13/1999,3725.4
256,04/14/1999,3699.33
257,04/15/1999,3652.06
258,04/16/1999,3655.15
259,04/19/1999,3705.63
260,04/20/1999,3613.96
261,04/21/1999,3643.26
262,04/22/1999,3676.61
263,04/23/1999,3662.31
264,04/26/1999,3678.37
265,04/27/1999,3756.2
266,04/28/1999,3743.49
267,04/29/1999,3735.91
268,04/30/1999,3757.87
269,05/03/1999,3776.39
270,05/04/1999,3775.33
271,05/05/1999,3716.13
272,05/06/1999,3700.37
273,05/07/1999,3683.34
274,05/10/1999,3693.41
275,05/11/1999,3702.38
276,05/12/1999,3679.45
277,05/13/1999,3693.62
278,05/14/1999,3643.82
279,05/17/1999,3574.13
280,05/18/1999,3608.77
281,05/19/1999,3653.0
282,05/20/1999,3684.21
283,05/21/1999,3691.31
284,05/25/1999,3634.4
285,05/26/1999,3643.9
286,05/27/1999,3587.16
287,05/28/1999,3602.45
288,05/31/1999,3629.46
289,06/01/1999,3610.59
290,06/02/1999,3615.54
291,06/03/1999,3650.98
292,06/04/1999,3671.42
293,06/07/1999,3717.94
294,06/08/1999,3721.67
295,06/09/1999,3739.07
296,06/10/1999,3706.76
297,06/11/1999,3749.67
298,06/14/1999,3735.77
299,06/15/1999,3742.88
300,06/16/1999,3780.6
301,06/17/1999,3806.55
302,06/18/1999,3822.89
303,06/21/1999,3867.89
304,06/22/1999,3857.06
305,06/23/1999,3828.79
306,06/24/1999,3779.39
307,06/25/1999,3739.81
308,06/28/1999,3766.49
309,06/29/1999,3787.49
310,06/30/1999,3788.66
311,07/01/1999,3865.54
312,07/02/1999,3888.11
313,07/05/1999,3971.84
314,07/06/1999,3968.99
315,07/07/1999,3950.49
316,07/08/1999,3951.0
317,07/09/1999,3962.42
318,07/12/1999,3962.35
319,07/13/1999,3905.52
320,07/14/1999,3922.49
321,07/15/1999,3960.67
322,07/16/1999,3952.2
323,07/19/1999,3946.4
324,07/20/1999,3856.65
325,07/21/1999,3798.69
326,07/22/1999,3762.34
327,07/23/1999,3723.55
328,07/26/1999,3676.91
329,07/27/1999,3687.58
330,07/28/1999,3684.64
331,07/29/1999,3580.19
332,07/30/1999,3638.62
333,08/02/1999,3633.44
334,08/03/1999,3614.05
335,08/04/1999,3590.69
336,08/05/1999,3512.71
337,08/06/1999,3525.47
338,08/09/1999,3585.58
339,08/10/1999,3535.1
340,08/11/1999,3551.39
341,08/12/1999,3640.44
342,08/13/1999,3710.57
343,08/16/1999,3724.68
344,08/17/1999,3747.89
345,08/18/1999,3738.83
346,08/19/1999,3679.48
347,08/20/1999,3715.39
348,08/23/1999,3752.59
349,08/24/1999,3781.3
350,08/25/1999,3856.72
351,08/26/1999,3852.53
352,08/27/1999,3853.48
353,08/30/1999,3837.7
354,08/31/1999,3769.14
355,09/01/1999,3795.62
356,09/02/1999,3718.37
357,09/03/1999,3809.11
358,09/06/1999,3842.59
359,09/07/1999,3834.34
360,09/08/1999,3827.07
361,09/09/1999,3858.15
362,09/10/1999,3887.09
363,09/13/1999,3858.01
364,09/14/1999,3825.86
365,09/15/1999,3816.53
366,09/16/1999,3775.24
367,09/17/1999,3748.75
368,09/20/1999,3782.02
369,09/21/1999,3731.96
370,09/22/1999,3713.41
371,09/23/1999,3750.49
372,09/24/1999,3688.79
373,09/27/1999,3727.93
374,09/28/1999,3673.4
375,09/29/1999,3666.99
376,09/30/1999,3669.71
377,10/01/1999,3642.34
378,10/04/1999,3695.09
379,10/05/1999,3731.23
380,10/06/1999,3752.79
381,10/07/1999,3785.24
382,10/08/1999,3784.32
383,10/11/1999,3789.89
384,10/12/1999,3756.44
385,10/13/1999,3724.4
386,10/14/1999,3695.77
387,10/15/1999,3638.82
388,10/18/1999,3607.72
389,10/19/1999,3691.34
390,10/20/1999,3699.15
391,10/21/1999,3691.66
392,10/22/1999,3762.0
393,10/25/1999,3757.7
394,10/26/1999,3796.72
395,10/27/1999,3786.07
396,10/28/1999,3866.75
397,10/29/1999,3922.91
398,11/01/1999,3913.89
399,11/02/1999,3923.14
400,11/03/1999,3955.95
401,11/04/1999,3994.54
402,11/05/1999,4014.08
403,11/08/1999,4024.55
404,11/09/1999,4039.47
405,11/10/1999,4076.96
406,11/11/1999,4140.58
407,11/12/1999,4133.93
408,11/15/1999,4199.86
409,11/16/1999,4220.85
410,11/17/1999,4221.36
411,11/18/1999,4288.14
412,11/19/1999,4292.4
413,11/22/1999,4212.8
414,11/23/1999,4225.9
415,11/24/1999,4238.34
416,11/25/1999,4343.22
417,11/26/1999,4380.77
418,11/29/1999,4364.32
419,11/30/1999,4314.38
420,12/01/1999,4340.7
421,12/02/1999,4336.42
422,12/03/1999,4449.47
423,12/06/1999,4458.76
424,12/07/1999,4509.37
425,12/08/1999,4491.35
426,12/09/1999,4498.75
427,12/10/1999,4458.04
428,12/13/1999,4474.2
429,12/14/1999,4510.99
430,12/15/1999,4482.19
431,12/16/1999,4517.68
432,12/17/1999,4538.23
433,12/20/1999,4583.02
434,12/21/1999,4566.87
435,12/22/1999,4632.56
436,12/23/1999,4752.96
437,12/24/1999,4781.16
438,12/27/1999,4785.17
439,12/28/1999,4788.7
440,12/29/1999,4807.01
441,12/30/1999,4904.46
442,01/03/2000,4849.22
443,01/04/2000,4657.83
444,01/05/2000,4541.75
445,01/06/2000,4500.69
446,01/07/2000,4648.27
447,01/10/2000,4714.03
448,01/11/2000,4671.5
449,01/12/2000,4649.3
450,01/13/2000,4688.35
451,01/14/2000,4829.36
452,01/17/2000,4884.5
453,01/18/2000,4761.0
454,01/19/2000,4768.37
455,01/20/2000,4778.71
456,01/21/2000,4719.29
457,01/24/2000,4718.76
458,01/25/2000,4653.61
459,01/26/2000,4721.03
460,01/27/2000,4786.82
461,01/28/2000,4781.94
462,01/31/2000,4684.48
463,02/01/2000,4792.04
464,02/02/2000,4902.12
465,02/03/2000,5046.12
466,02/04/2000,5119.79
467,02/07/2000,5041.08
468,02/08/2000,5176.17
469,02/09/2000,5191.79
470,02/10/2000,5174.35
471,02/11/2000,5195.67
472,02/14/2000,5166.08
473,02/15/2000,5043.33
474,02/16/2000,5063.73
475,02/17/2000,5114.47
476,02/18/2000,5079.59
477,02/21/2000,5033.33
478,02/22/2000,5024.05
479,02/23/2000,5086.0
480,02/24/2000,5117.41
481,02/25/2000,5208.87
482,02/28/2000,5126.33
483,02/29/2000,5182.62
484,03/01/2000,5235.14
485,03/02/2000,5406.37
486,03/03/2000,5450.22
487,03/06/2000,5464.43
488,03/07/2000,5426.36
489,03/08/2000,5364.52
490,03/09/2000,5352.88
491,03/10/2000,5416.81
492,03/13/2000,5254.41
493,03/14/2000,5258.32
494,03/15/2000,5083.15
495,03/16/2000,5175.23
496,03/17/2000,5231.35
497,03/20/2000,5286.71
498,03/21/2000,5266.23
499,03/22/2000,5268.35
500,03/23/2000,5259.15
501,03/24/2000,5379.75
502,03/27/2000,5369.11
503,03/28/2000,5426.57
504,03/29/2000,5416.32
505,03/30/2000,5251.97
506,03/31/2000,5249.55
507,04/03/2000,5118.37
508,04/04/2000,5176.71
509,04/05/2000,5044.17
510,04/06/2000,5179.96
511,04/07/2000,5259.52
512,04/10/2000,5282.26
513,04/11/2000,5174.38
514,04/12/2000,5179.28
515,04/13/2000,5181.33
516,04/14/2000,5033.29
517,04/17/2000,4979.66
518,04/18/2000,5061.9
519,04/19/2000,5078.69
520,04/20/2000,5117.78
521,04/25/2000,5158.13
522,04/26/2000,5245.11
523,04/27/2000,5171.96
524,04/28/2000,5303.95
525,05/02/2000,5434.81
526,05/03/2000,5316.94
527,05/04/2000,5306.32
528,05/05/2000,5351.71
529,05/08/2000,5285.09
530,05/09/2000,5182.73
531,05/10/2000,5065.85
532,05/11/2000,5171.77
533,05/12/2000,5238.42
534,05/15/2000,5182.68
535,05/16/2000,5335.02
536,05/17/2000,5230.74
537,05/18/2000,5247.13
538,05/19/2000,5063.46
539,05/22/2000,4945.17
540,05/23/2000,4984.7
541,05/24/2000,4903.92
542,05/25/2000,5018.79
543,05/26/2000,5007.97
544,05/29/2000,5084.69
545,05/30/2000,5156.07
546,05/31/2000,5200.89
547,06/01/2000,5275.2
548,06/02/2000,5428.27
549,06/05/2000,5379.6
550,06/06/2000,5325.87
551,06/07/2000,5272.37
552,06/08/2000,5286.74
553,06/09/2000,5292.97
554,06/12/2000,5294.65
555,06/13/2000,5305.34
556,06/14/2000,5378.38
557,06/15/2000,5338.49
558,06/16/2000,5281.57
559,06/19/2000,5271.82
560,06/20/2000,5312.13
561,06/21/2000,5253.3
562,06/22/2000,5231.93
563,06/23/2000,5240.58
564,06/26/2000,5235.39
565,06/27/2000,5209.53
566,06/28/2000,5229.17
567,06/29/2000,5061.63
568,06/30/2000,5145.35
569,07/03/2000,5187.01
570,07/04/2000,5185.87
571,07/05/2000,5166.25
572,07/06/2000,5152.38
573,07/07/2000,5251.65
574,07/10/2000,5263.97
575,07/11/2000,5231.33
576,07/12/2000,5249.15
577,07/13/2000,5299.54
578,07/14/2000,5322.57
579,07/17/2000,5354.13
580,07/18/2000,5314.95
581,07/19/2000,5294.76
582,07/20/2000,5317.82
583,07/21/2000,5238.68
584,07/24/2000,5237.95
585,07/25/2000,5213.68
586,07/26/2000,5222.83
587,07/27/2000,5096.76
588,07/28/2000,5059.02
589,07/31/2000,5130.06
590,08/01/2000,5104.41
591,08/02/2000,5091.86
592,08/03/2000,4995.82
593,08/04/2000,5049.45
594,08/07/2000,5088.41
595,08/08/2000,5105.52
596,08/09/2000,5158.12
597,08/10/2000,5182.06
598,08/11/2000,5179.68
599,08/14/2000,5218.59
600,08/15/2000,5203.14
601,08/16/2000,5223.7
602,08/17/2000,5192.06
603,08/18/2000,5180.7
604,08/21/2000,5165.44
605,08/22/2000,5161.42
606,08/23/2000,5160.14
607,08/24/2000,5123.99
608,08/25/2000,5175.65
609,08/28/2000,5204.18
610,08/29/2000,5188.93
611,08/30/2000,5166.91
612,08/31/2000,5175.12
613,09/01/2000,5298.64
614,09/04/2000,5392.63
615,09/05/2000,5326.69
616,09/06/2000,5299.24
617,09/07/2000,5329.06
618,09/08/2000,5229.04
619,09/11/2000,5233.87
620,09/12/2000,5222.37
621,09/13/2000,5153.2
622,09/14/2000,5204.62
623,09/15/2000,5199.14
624,09/18/2000,5129.43
625,09/19/2000,5117.15
626,09/20/2000,5051.4
627,09/21/2000,4941.06
628,09/22/2000,4945.37
629,09/25/2000,4984.29
630,09/26/2000,4934.89
631,09/27/2000,4949.87
632,09/28/2000,4934.08
633,09/29/2000,4915.18
634,10/02/2000,4961.88
635,10/03/2000,5003.46
636,10/04/2000,4959.41
637,10/05/2000,4997.25
638,10/06/2000,4958.37
639,10/09/2000,4844.44
640,10/10/2000,4867.33
641,10/11/2000,4743.47
642,10/12/2000,4747.87
643,10/13/2000,4782.74
644,10/16/2000,4793.14
645,10/17/2000,4760.92
646,10/18/2000,4658.85
647,10/19/2000,4836.86
648,10/20/2000,4889.51
649,10/23/2000,4906.67
650,10/24/2000,5031.03
651,10/25/2000,4977.07
652,10/26/2000,4926.36
653,10/27/2000,4965.92
654,10/30/2000,4981.38
655,10/31/2000,5057.46
656,11/01/2000,5085.47
657,11/02/2000,5092.63
658,11/03/2000,5101.4
659,11/06/2000,5091.25
660,11/07/2000,5076.8
661,11/08/2000,5055.05
662,11/09/2000,5017.69
663,11/10/2000,4934.47
664,11/13/2000,4847.46
665,11/14/2000,5011.12
666,11/15/2000,5053.48
667,11/16/2000,5010.65
668,11/17/2000,4961.54
669,11/20/2000,4849.33
670,11/21/2000,4893.95
671,11/22/2000,4783.23
672,11/23/2000,4837.48
673,11/24/2000,4940.22
674,11/27/2000,4945.34
675,11/28/2000,4893.46
676,11/29/2000,4907.61
677,11/30/2000,4790.08
678,12/01/2000,4839.27
679,12/04/2000,4734.72
680,12/05/2000,4911.93
681,12/06/2000,4869.48
682,12/07/2000,4900.6
683,12/08/2000,4889.72
684,12/11/2000,4970.66
685,12/12/2000,4947.72
686,12/13/2000,4890.16
687,12/14/2000,4810.94
688,12/15/2000,4718.0
689,12/18/2000,4744.26
690,12/19/2000,4814.64
691,12/20/2000,4641.15
692,12/21/2000,4614.24
693,12/22/2000,4655.87
694,12/27/2000,4721.49
695,12/28/2000,4770.9
696,12/29/2000,4772.39
697,01/02/2001,4701.68
698,01/03/2001,4660.48
699,01/04/2001,4752.71
700,01/05/2001,4734.48
701,01/08/2001,4711.31
702,01/09/2001,4641.79
703,01/10/2001,4598.82
704,01/11/2001,4686.88
705,01/12/2001,4737.95
706,01/15/2001,4763.53
707,01/16/2001,4693.82
708,01/17/2001,4787.45
709,01/18/2001,4754.97
710,01/19/2001,4720.03
711,01/22/2001,4743.39
712,01/23/2001,4743.93
713,01/24/2001,4773.26
714,01/25/2001,4779.35
715,01/26/2001,4760.2
716,01/29/2001,4757.09
717,01/30/2001,4726.65
718,01/31/2001,4779.9
719,02/01/2001,4709.19
720,02/02/2001,4665.19
721,02/05/2001,4668.57
722,02/06/2001,4706.83
723,02/07/2001,4634.42
724,02/08/2001,4653.17
725,02/09/2001,4583.76
726,02/12/2001,4628.17
727,02/13/2001,4629.67
728,02/14/2001,4556.49
729,02/15/2001,4607.64
730,02/16/2001,4519.95
731,02/19/2001,4516.31
732,02/20/2001,4481.04
733,02/21/2001,4412.76
734,02/22/2001,4345.1
735,02/23/2001,4236.82
736,02/26/2001,4310.14
737,02/27/2001,4333.32
738,02/28/2001,4318.88
739,03/01/2001,4282.9
740,03/02/2001,4300.35
741,03/05/2001,4347.4
742,03/06/2001,4412.11
743,03/07/2001,4413.62
744,03/08/2001,4370.56
745,03/09/2001,4334.23
746,03/12/2001,4218.14
747,03/13/2001,4184.15
748,03/14/2001,4124.41
749,03/15/2001,4200.08
750,03/16/2001,4106.79
751,03/19/2001,4085.53
752,03/20/2001,4158.42
753,03/21/2001,4067.26
754,03/22/2001,3891.49
755,03/23/2001,4002.56
756,03/26/2001,4143.85
757,03/27/2001,4229.81
758,03/28/2001,4157.55
759,03/29/2001,4165.75
760,03/30/2001,4185.0
761,04/02/2001,4190.8
762,04/03/2001,4039.16
763,04/04/2001,4062.12
764,04/05/2001,4158.19
765,04/06/2001,4145.85
766,04/09/2001,4204.13
767,04/10/2001,4305.96
768,04/11/2001,4329.23
769,04/12/2001,4338.12
770,04/17/2001,4293.51
771,04/18/2001,4441.58
772,04/19/2001,4420.55
773,04/20/2001,4383.59
774,04/23/2001,4331.54
775,04/24/2001,4372.41
776,04/25/2001,4363.11
777,04/26/2001,4405.39
778,04/27/2001,4473.95
779,04/30/2001,4525.01
780,05/02/2001,4492.33
781,05/03/2001,4401.57
782,05/04/2001,4416.79
783,05/07/2001,4440.65
784,05/08/2001,4441.86
785,05/09/2001,4415.99
786,05/10/2001,4519.04
787,05/11/2001,4479.9
788,05/14/2001,4426.78
789,05/15/2001,4453.95
790,05/16/2001,4449.61
791,05/17/2001,4504.26
792,05/18/2001,4546.41
793,05/21/2001,4558.76
794,05/22/2001,4582.07
795,05/23/2001,4535.97
796,05/24/2001,4561.38
797,05/25/2001,4498.11
798,05/28/2001,4512.6
799,05/29/2001,4477.95
800,05/30/2001,4413.37
801,05/31/2001,4426.24
802,06/01/2001,4414.84
803,06/04/2001,4432.65
804,06/05/2001,4493.93
805,06/06/2001,4468.95
806,06/07/2001,4450.41
807,06/08/2001,4450.97
808,06/11/2001,4424.92
809,06/12/2001,4289.07
810,06/13/2001,4336.0
811,06/14/2001,4282.1
812,06/15/2001,4236.9
813,06/18/2001,4168.95
814,06/19/2001,4195.43
815,06/20/2001,4175.88
816,06/21/2001,4174.06
817,06/22/2001,4194.96
818,06/25/2001,4211.77
819,06/26/2001,4143.75
820,06/27/2001,4124.24
821,06/28/2001,4169.49
822,06/29/2001,4243.91
823,07/02/2001,4304.44
824,07/03/2001,4243.8
825,07/04/2001,4214.62
826,07/05/2001,4185.47
827,07/06/2001,4076.47
828,07/09/2001,4077.86
829,07/10/2001,4032.97
830,07/11/2001,3974.64
831,07/12/2001,4010.85
832,07/13/2001,4044.42
833,07/16/2001,4011.59
834,07/17/2001,3996.05
835,07/18/2001,3911.3
836,07/19/2001,3991.08
837,07/20/2001,3948.25
838,07/23/2001,3977.18
839,07/24/2001,3930.11
840,07/25/2001,3860.7
841,07/26/2001,3915.62
842,07/27/2001,3986.48
843,07/30/2001,4047.66
844,07/31/2001,4091.38
845,08/01/2001,4092.22
846,08/02/2001,4066.43
847,08/03/2001,4024.9
848,08/06/2001,4044.29
849,08/07/2001,4042.71
850,08/08/2001,3972.98
851,08/09/2001,3885.05
852,08/10/2001,3828.68
853,08/13/2001,3874.67
854,08/14/2001,3924.67
855,08/15/2001,3894.77
856,08/16/2001,3849.17
857,08/17/2001,3759.69
858,08/20/2001,3765.61
859,08/21/2001,3790.34
860,08/22/2001,3793.55
861,08/23/2001,3816.99
862,08/24/2001,3890.55
863,08/27/2001,3892.15
864,08/28/2001,3823.33
865,08/29/2001,3832.6
866,08/30/2001,3737.12
867,08/31/2001,3745.02
868,09/03/2001,3691.77
869,09/04/2001,3736.82
870,09/05/2001,3637.17
871,09/06/2001,3550.26
872,09/07/2001,3456.52
873,09/10/2001,3440.65
874,09/11/2001,3220.27
875,09/12/2001,3260.9
876,09/13/2001,3293.82
877,09/14/2001,3091.21
878,09/17/2001,3204.96
879,09/18/2001,3189.94
880,09/19/2001,3105.13
881,09/20/2001,2967.94
882,09/21/2001,2877.68
883,09/24/2001,3068.05
884,09/25/2001,3095.75
885,09/26/2001,3155.68
886,09/27/2001,3198.78
887,09/28/2001,3296.66
888,10/01/2001,3208.31
889,10/02/2001,3265.24
890,10/03/2001,3264.59
891,10/04/2001,3394.69
892,10/05/2001,3348.02
893,10/08/2001,3353.41
894,10/09/2001,3357.12
895,10/10/2001,3468.32
896,10/11/2001,3510.55
897,10/12/2001,3498.66
898,10/15/2001,3393.62
899,10/16/2001,3455.27
900,10/17/2001,3531.76
901,10/18/2001,3457.9
902,10/19/2001,3406.94
903,10/22/2001,3480.27
904,10/23/2001,3580.5
905,10/24/2001,3609.65
906,10/25/2001,3523.43
907,10/26/2001,3611.88
908,10/29/2001,3527.55
909,10/30/2001,3414.72
910,10/31/2001,3478.63
911,11/01/2001,3508.96
912,11/02/2001,3503.26
913,11/05/2001,3606.5
914,11/06/2001,3589.69
915,11/07/2001,3633.05
916,11/08/2001,3719.47
917,11/09/2001,3665.78
918,11/12/2001,3567.55
919,11/13/2001,3717.98
920,11/14/2001,3708.36
921,11/15/2001,3703.85
922,11/16/2001,3743.44
923,11/19/2001,3795.72
924,11/20/2001,3747.27
925,11/21/2001,3730.04
926,11/22/2001,3770.29
927,11/23/2001,3772.19
928,11/26/2001,3753.54
929,11/27/2001,3681.05
930,11/28/2001,3631.76
931,11/29/2001,3629.37
932,11/30/2001,3658.27
933,12/03/2001,3645.6
934,12/04/2001,3690.25
935,12/05/2001,3821.8
936,12/06/2001,3828.76
937,12/07/2001,3792.85
938,12/10/2001,3720.2
939,12/11/2001,3744.56
940,12/12/2001,3692.39
941,12/13/2001,3607.26
942,12/14/2001,3568.73
943,12/17/2001,3692.85
944,12/18/2001,3680.55
945,12/19/2001,3651.51
946,12/20/2001,3617.47
947,12/21/2001,3696.44
948,12/24/2001,3696.98
949,12/27/2001,3778.39
950,12/28/2001,3806.13
951,01/02/2002,3755.56
952,01/03/2002,3833.09
953,01/04/2002,3820.42
954,01/07/2002,3754.42
955,01/08/2002,3724.04
956,01/09/2002,3722.98
957,01/10/2002,3666.36
958,01/11/2002,3696.66
959,01/14/2002,3588.51
960,01/15/2002,3637.2
961,01/16/2002,3576.6
962,01/17/2002,3649.43
963,01/18/2002,3639.27
964,01/21/2002,3601.97
965,01/22/2002,3614.62
966,01/23/2002,3648.81
967,01/24/2002,3710.14
968,01/25/2002,3701.3
969,01/28/2002,3739.85
970,01/29/2002,3684.65
971,01/30/2002,3630.73
972,01/31/2002,3670.26
973,02/01/2002,3682.69
974,02/04/2002,3619.23
975,02/05/2002,3535.7
976,02/06/2002,3485.38
977,02/07/2002,3519.93
978,02/08/2002,3507.46
979,02/11/2002,3556.09
980,02/12/2002,3543.27
981,02/13/2002,3571.56
982,02/14/2002,3616.14
983,02/15/2002,3555.15
984,02/18/2002,3537.52
985,02/19/2002,3448.98
986,02/20/2002,3433.08
987,02/21/2002,3480.58
988,02/22/2002,3430.18
989,02/25/2002,3493.32
990,02/26/2002,3519.8
991,02/27/2002,3591.23
992,02/28/2002,3624.74
993,03/01/2002,3645.33
994,03/04/2002,3748.55
995,03/05/2002,3732.08
996,03/06/2002,3748.67
997,03/07/2002,3766.81
998,03/08/2002,3789.88
